wine_id,wine_type_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
5016,1,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
5017,1,6.7,0.64,0.3,1.2,0.03,18,76,0.9892,3.16,0.6,12.9,4
5018,1,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
5019,1,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,7
5020,1,7.6,0.28,0.49,20.15,0.06,30,145,1.00196,3.01,0.44,8.5,5
5021,1,6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
5022,1,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,8
5023,1,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
5024,1,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
5025,1,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
5026,1,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
5027,1,5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
5028,1,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
5029,1,7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
5030,1,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
5031,1,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
5032,1,7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
5033,1,6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
5034,1,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6
5035,1,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,6
5036,1,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6
5037,1,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
5038,1,6.7,0.3,0.44,18.5,0.057,65,224,0.99956,3.11,0.53,9.1,5
5039,1,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
5040,1,6.8,0.17,0.32,1.4,0.04,35,106,0.99026,3.16,0.66,12.0,5
5041,1,7.1,0.25,0.28,1.2,0.04,31,111,0.99174,3.18,0.53,11.1,5
5042,1,5.9,0.27,0.27,5.0,0.035,14,97,0.99058,3.1,0.33,11.8,7
5043,1,6.0,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
5044,1,6.7,0.3,0.44,18.75,0.057,65,224,0.99956,3.11,0.53,9.1,5
5045,1,6.6,0.15,0.32,6.0,0.033,59,128,0.99192,3.19,0.71,12.1,8
5046,1,7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6
5047,1,6.0,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6
5048,1,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13.0,7
5049,1,6.6,0.15,0.32,6.0,0.033,59,128,0.99192,3.19,0.71,12.1,8
5050,1,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
5051,1,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,7
5052,1,8.0,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10.0,5
5053,1,5.6,0.34,0.3,6.9,0.038,23,89,0.99266,3.25,0.49,11.1,6
5054,1,5.8,0.54,0.0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,5
5055,1,7.3,0.23,0.24,0.9,0.031,29,86,0.98926,2.9,0.38,12.2,6
5056,1,6.0,0.39,0.13,1.2,0.042,60,172,0.99114,3.06,0.52,10.6,5
5057,1,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,7
5058,1,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
5059,1,7.6,0.22,0.28,12.0,0.056,68,143,0.9983,2.99,0.3,9.2,6
5060,1,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
5061,1,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
5062,1,6.8,0.17,0.34,2.0,0.04,38,111,0.99,3.24,0.45,12.9,6
5063,1,6.2,0.3,0.31,1.6,0.035,40,106,0.98914,3.26,0.39,12.9,7
5064,1,6.9,0.29,0.41,7.8,0.046,52,171,0.99537,3.12,0.51,9.6,5
5065,1,6.8,0.19,0.34,1.9,0.04,41,108,0.99,3.25,0.45,12.9,6
5066,1,6.8,0.17,0.34,2.0,0.04,38,111,0.99,3.24,0.45,12.9,6
5067,1,6.6,0.24,0.27,10.3,0.047,54,219,0.99742,3.04,0.45,8.8,5
5068,1,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,8
5069,1,7.6,0.22,0.28,12.0,0.056,68,143,0.9983,2.99,0.3,9.2,6
5070,1,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
5071,1,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5,6
5072,1,6.7,0.16,0.36,2.0,0.045,24,131,0.99284,3.3,0.59,10.5,6
5073,1,6.5,0.3,0.27,4.0,0.038,37,97,0.99026,3.2,0.6,12.6,8
5074,1,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
5075,1,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
5076,1,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
5077,1,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
5078,1,6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
5079,1,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,7
5080,1,6.5,0.3,0.27,4.0,0.038,37,97,0.99026,3.2,0.6,12.6,8
5081,1,5.8,0.22,0.3,1.1,0.047,36,131,0.992,3.26,0.45,10.4,5
5082,1,5.4,0.45,0.27,6.4,0.033,20,102,0.98944,3.22,0.27,13.4,8
5083,1,6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13.0,7
5084,1,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4,8
5085,1,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,7
5086,1,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
5087,1,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
5088,1,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
5089,1,6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
5090,1,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,7
5091,1,8.0,0.2,0.44,1.0,0.057,24,111,0.99158,3.09,0.32,11.2,6
5092,1,6.0,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13.0,7
5093,1,6.0,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13.0,7
5094,1,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
5095,1,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
5096,1,6.0,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7
5097,1,7.7,0.43,1.0,19.95,0.032,42,164,0.99742,3.29,0.5,12.0,6
5098,1,6.4,0.3,0.36,2.0,0.052,18,141,0.99273,3.38,0.53,10.5,6
5099,1,6.1,0.33,0.3,3.0,0.036,30,124,0.98922,3.31,0.4,13.1,7
5100,1,6.0,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13.0,7
5101,1,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9,6
5102,1,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
5103,1,6.9,0.33,0.31,4.2,0.04,21,93,0.9896,3.18,0.48,13.4,7
5104,1,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7
5105,1,6.0,0.2,0.32,3.0,0.031,26,118,0.99134,3.38,0.68,11.2,7
5106,1,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,6
5107,1,7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7
5108,1,6.7,0.29,0.45,14.3,0.054,30,181,0.99869,3.14,0.57,9.1,5
5109,1,6.4,0.26,0.25,10.7,0.046,66,179,0.99606,3.17,0.55,9.9,6
5110,1,7.0,0.22,0.24,11.0,0.041,75,167,0.99508,2.98,0.56,10.5,6
5111,1,6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7,7
5112,1,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11.0,6
5113,1,7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13.0,6
5114,1,7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6
5115,1,6.8,0.19,0.33,1.3,0.031,22,87,0.98987,3.08,0.62,12.3,7
5116,1,7.2,0.33,0.34,2.0,0.044,61,171,0.98947,3.25,0.53,13.3,7
5117,1,6.6,0.29,0.29,1.8,0.036,38,102,0.98819,3.08,0.42,13.7,7
5118,1,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5
5119,1,6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7
5120,1,6.0,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
5121,1,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7
5122,1,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5
5123,1,6.0,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
5124,1,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
5125,1,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
5126,1,8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6
5127,1,7.6,0.23,0.29,8.6,0.053,65,146,0.9963,3.11,0.32,9.8,6
5128,1,6.9,0.75,0.13,6.3,0.036,19,50,0.99312,3.09,0.25,11.1,4
5129,1,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,7
5130,1,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
5131,1,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
5132,1,7.2,0.23,0.46,6.4,0.036,17,85,0.99279,3.1,0.78,11.7,6
5133,1,6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6
5134,1,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
5135,1,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
5136,1,7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
5137,1,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,5
5138,1,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2,7
5139,1,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6
5140,1,7.8,0.28,0.25,3.4,0.024,27,99,0.98959,2.98,0.37,13.0,6
5141,1,8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
5142,1,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
5143,1,6.0,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11.0,6
5144,1,6.0,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11.0,6
5145,1,7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6
5146,1,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6
5147,1,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6
5148,1,6.2,0.47,0.19,8.3,0.029,24,142,0.992,3.22,0.45,12.3,6
5149,1,6.0,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11.0,6
5150,1,7.2,0.14,0.32,1.1,0.022,48,116,0.99218,3.04,0.67,10.0,6
5151,1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9.0,6
5152,1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9.0,6
5153,1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9.0,6
5154,1,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
5155,1,5.8,0.14,0.15,6.1,0.042,27,123,0.99362,3.06,0.6,9.9,6
5156,1,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7
5157,1,8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
5158,1,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9.0,6
5159,1,7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4
5160,1,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
5161,1,7.0,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9.0,5
5162,1,7.6,0.37,0.34,3.2,0.028,42,162,0.9903,3.01,0.33,12.4,6
5163,1,7.0,0.48,0.12,4.5,0.05,23,86,0.99398,2.86,0.35,9.0,5
5164,1,6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
5165,1,8.0,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
5166,1,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3.0,0.41,12.6,6
5167,1,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
5168,1,7.8,0.15,0.34,1.1,0.035,31,93,0.99096,3.07,0.72,11.3,7
5169,1,8.0,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
5170,1,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
5171,1,5.9,0.655,0.0,5.6,0.033,8,31,0.9936,3.32,0.51,10.5,4
5172,1,7.6,0.38,0.28,4.2,0.029,7,112,0.9906,3.0,0.41,12.6,6
5173,1,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6
5174,1,8.1,0.17,0.21,1.6,0.036,24,119,0.99396,3.18,0.52,10.1,6
5175,1,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11.0,7
5176,1,7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5
5177,1,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,7
5178,1,6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
5179,1,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
5180,1,7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,5
5181,1,7.2,0.26,0.24,7.0,0.023,19,130,0.99176,3.14,0.49,12.8,7
5182,1,6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
5183,1,7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6
5184,1,7.4,0.25,0.28,7.25,0.028,14,78,0.99238,2.94,0.37,11.5,7
5185,1,7.0,0.24,0.35,1.0,0.032,42,104,0.98988,3.16,0.37,11.7,7
5186,1,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
5187,1,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
5188,1,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
5189,1,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
5190,1,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12.0,7
5191,1,6.4,0.28,0.36,1.3,0.053,28,186,0.99211,3.31,0.45,10.8,5
5192,1,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7,7
5193,1,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,7
5194,1,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7
5195,1,7.2,0.16,0.29,1.0,0.031,40,123,0.98958,3.12,0.4,12.1,7
5196,1,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3.0,0.52,11.9,7
5197,1,6.6,0.19,0.28,11.8,0.042,54,137,0.99492,3.18,0.37,10.8,6
5198,1,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,7
5199,1,6.6,0.39,0.38,9.7,0.053,49,226,0.99787,3.3,0.57,9.4,6
5200,1,6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6
5201,1,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
5202,1,6.6,0.26,0.24,7.2,0.038,28,137,0.9952,3.35,0.6,10.4,6
5203,1,7.0,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,7
5204,1,7.4,0.36,0.23,1.9,0.017,31,69,0.9892,2.93,0.36,12.5,6
5205,1,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5
5206,1,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
5207,1,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
5208,1,7.0,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
5209,1,7.0,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
5210,1,6.7,0.35,0.48,8.8,0.056,35,167,0.99628,3.04,0.47,9.4,5
5211,1,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,6
5212,1,6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6
5213,1,7.0,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
5214,1,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,5
5215,1,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
5216,1,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3.0,0.54,9.3,5
5217,1,7.0,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
5218,1,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10.0,7
5219,1,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
5220,1,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7
5221,1,7.1,0.27,0.24,12.6,0.044,48,118,0.99726,3.04,0.56,10.0,7
5222,1,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,6
5223,1,6.8,0.45,0.28,26.05,0.031,27,122,1.00295,3.06,0.42,10.6,6
5224,1,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8,7
5225,1,7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3.0,0.54,9.3,5
5226,1,7.0,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
5227,1,6.4,0.37,0.2,5.6,0.117,61,183,0.99459,3.24,0.43,9.5,5
5228,1,6.4,0.38,0.2,5.3,0.117,57,181,0.99459,3.24,0.43,9.5,6
5229,1,6.4,0.36,0.2,5.7,0.118,61,172,0.9946,3.24,0.43,9.5,6
5230,1,6.6,0.3,0.25,8.0,0.036,21,124,0.99362,3.06,0.38,10.8,6
5231,1,6.6,0.3,0.25,8.0,0.036,21,124,0.99362,3.06,0.38,10.8,6
5232,1,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8,6
5233,1,6.6,0.3,0.25,8.0,0.036,21,124,0.99362,3.06,0.38,10.8,6
5234,1,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11.0,7
5235,1,5.8,0.58,0.0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6
5236,1,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3,7
5237,1,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,7
5238,1,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5,7
5239,1,6.7,0.13,0.32,3.7,0.017,32,99,0.99348,3.12,0.44,10.0,6
5240,1,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11.0,6
5241,1,6.0,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
5242,1,6.0,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
5243,1,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11.0,6
5244,1,6.4,0.24,0.23,2.0,0.046,30,133,0.9908,3.12,0.54,11.4,7
5245,1,5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,6
5246,1,7.2,0.33,0.22,4.5,0.031,10,73,0.99076,2.97,0.52,12.2,7
5247,1,6.4,0.29,0.24,3.2,0.037,31,95,0.98942,2.9,0.66,12.6,7
5248,1,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5
5249,1,7.0,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
5250,1,6.9,0.19,0.6,4.0,0.037,6,122,0.99255,2.92,0.59,10.4,4
5251,1,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
5252,1,6.6,0.085,0.33,1.4,0.036,17,109,0.99306,3.27,0.61,9.5,6
5253,1,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
5254,1,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,6
5255,1,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13.0,7
5256,1,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2,7
5257,1,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
5258,1,5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7
5259,1,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
5260,1,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13.0,8
5261,1,6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10.0,6
5262,1,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4
5263,1,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6
5264,1,5.0,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
5265,1,5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8
5266,1,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7
5267,1,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13.0,8
5268,1,6.5,0.27,0.26,11.0,0.03,2,82,0.99402,3.07,0.36,11.2,5
5269,1,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7
5270,1,6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6
5271,1,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7
5272,1,7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13.0,8
5273,1,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
5274,1,6.6,0.34,0.2,1.0,0.053,26,112,0.99336,3.32,0.55,9.1,5
5275,1,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6
5276,1,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7
5277,1,6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6
5278,1,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
5279,1,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
5280,1,6.8,0.15,0.41,12.9,0.044,79,183,0.99742,3.24,0.78,10.2,6
5281,1,7.0,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
5282,1,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
5283,1,6.8,0.15,0.41,12.9,0.044,79,183,0.99742,3.24,0.78,10.2,6
5284,1,6.8,0.31,0.3,8.0,0.028,33,122,0.99164,3.13,0.63,12.6,7
5285,1,6.8,0.15,0.41,12.9,0.044,79,183,0.99742,3.24,0.78,10.2,6
5286,1,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
5287,1,6.0,0.16,0.27,12.0,0.03,39,98,0.99402,3.15,0.34,10.8,5
5288,1,7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6
5289,1,7.0,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
5290,1,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
5291,1,7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6
5292,1,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7
5293,1,6.8,0.31,0.3,8.0,0.028,33,122,0.99164,3.13,0.63,12.6,7
5294,1,7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
5295,1,6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11.0,6
5296,1,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7
5297,1,6.8,0.15,0.41,12.9,0.044,79,182,0.99742,3.24,0.78,10.2,6
5298,1,6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6
5299,1,7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5
5300,1,7.0,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5
5301,1,6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
5302,1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
5303,1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
5304,1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
5305,1,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
